id,district,area_sqm,bedrooms,living_rooms,bathrooms,floor,total_floors,has_elevator,building_age_years,orientation,decoration,property_type,developer,subway_line,subway_distance_m,school_district_tier,west_lake_distance_m,green_ratio,parking_ratio,management_fee_yuan_per_sqm,listing_date,listing_duration_days,price_adjustments_count,unit_price_yuan_per_sqm,total_price_wan
1144,上城区,93.3,2,1,1,20,33,1,28,Northeast,精装 (Fine),商住两用 (Mixed),,Line 3,1114,B,6390,,1.48,6.89,12/1/2023,524,2,37874,353.36
1145,临安区,138.6,4,2,4,6,11,1,17,North,精装 (Fine),公寓 (Apartment),龙湖 (Longfor),Line 9,664,A,6106,0.4,1.24,5,6/16/2023,688,0,19502,270.3
1146,富阳区,25,1,2,1,8,18,1,18,South,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 10,3748,C,29897,,1.47,6.76,10/18/2024,198,2,12121,30.3
1147,西湖区,98.5,3,1,2,19,26,1,30,East,豪华 (Luxury),别墅 (Villa),中海 (COHL),Line 16,,A,29410,,1.5,4.02,1/2/2023,844,,61676,607.51
1148,上城区,85.3,3,1,2,5,6,1,,Southwest,毛坯 (Rough),住宅 (Residential),本地开发商 (Local),Line 4,1320,A,1687,,0.98,7.29,6/25/2024,300,1,87807,748.99
1149,临平区,108.8,4,1,4,25,26,1,11,,,住宅 (Residential),中海 (COHL),Line 4,1495,,1415,,,5.17,10/24/2024,217,1,32710,355.88
1150,西湖区,106.5,4,1,4,14,18,1,,South,豪华 (Luxury),住宅 (Residential),绿城 (Greentown),Line 10,3563,,7290,0.26,1.21,,9/3/2023,654,0,74790,796.51
1151,上城区,122.7,3,2,3,27,33,1,4,Southwest,精装 (Fine),住宅 (Residential),滨江 (Binjiang),,177,B,7574,,1.08,,1/7/2023,824,0,79555,976.14
1152,萧山区,133.7,4,2,4,10,33,1,5,South,,商住两用 (Mixed),,Line 10,518,C,2250,0.3,0.61,,8/6/2024,294,1,38819,519.01
1153,上城区,113.2,4,1,3,15,18,1,1,Northwest,精装 (Fine),住宅 (Residential),保利 (Poly),,219,B,8891,0.33,,4.34,3/23/2023,828,1,78419,887.7
1154,钱塘区,103.2,2,2,2,9,26,1,33,,精装 (Fine),住宅 (Residential),保利 (Poly),,4773,,4419,0.26,0.85,2.74,6/14/2024,337,0,21052,217.26
1155,临平区,88.1,3,1,3,9,33,1,0,,精装 (Fine),住宅 (Residential),,Line 1,1256,C,23145,0.36,1.24,5.43,11/13/2024,160,0,29457,259.52
1156,上城区,62.6,1,3,1,9,11,1,13,Southeast,毛坯 (Rough),住宅 (Residential),,Line 3,715,C,738,0.3,1.07,,1/22/2024,512,,52978,331.64
1157,临安区,66.5,2,2,2,10,11,1,28,Southeast,,住宅 (Residential),龙湖 (Longfor),Line 16,177,B,17313,0.4,1.34,3.88,3/20/2024,377,0,11709,77.86
1158,滨江区,91.8,2,1,2,9,11,1,,North,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 19,3116,,2744,,,5.21,1/31/2023,790,3,63102,579.28
1159,萧山区,109.2,3,1,3,22,26,1,29,South,,公寓 (Apartment),,,450,C,29895,,,5.45,7/31/2024,252,0,22043,240.71
1160,西湖区,95.3,2,1,1,16,18,1,14,Southwest,精装 (Fine),住宅 (Residential),,,1610,C,1744,0.36,,2.83,12/15/2024,123,0,59631,568.28
1161,上城区,132.6,3,1,3,10,33,1,4,Southeast,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 3,575,B,13846,0.36,,,2/15/2024,426,,69810,925.68
1162,临安区,46.6,1,2,1,3,33,1,17,Southeast,精装 (Fine),住宅 (Residential),万科 (Vanke),,701,A,2315,0.4,1.06,,3/16/2024,453,0,17617,82.1
1163,钱塘区,75.7,2,1,1,24,26,1,15,,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 16,4334,A,7475,0.42,1.35,4.82,11/7/2024,223,0,29248,221.41
1164,临平区,63.2,1,1,1,4,6,1,5,South,,公寓 (Apartment),,Line 1,,B,7800,0.43,0.91,5.9,8/20/2024,299,2,22820,144.22
1165,临安区,127.1,3,1,2,7,18,1,12,East,豪华 (Luxury),住宅 (Residential),中海 (COHL),Line 3,4038,,,,,6.16,7/1/2024,326,3,17602,223.72
1166,滨江区,56.9,1,1,1,1,6,1,20,Southwest,,公寓 (Apartment),本地开发商 (Local),Line 5,4302,C,29885,,0.67,1.71,11/4/2024,168,3,24421,138.96
1167,临安区,133.3,4,1,3,13,18,1,1,Southeast,简装 (Simple),住宅 (Residential),万科 (Vanke),Line 4,1402,A,10855,0.39,0.53,,4/7/2024,391,0,28109,374.69
1168,临安区,83.4,2,1,2,4,18,1,,South,简装 (Simple),公寓 (Apartment),万科 (Vanke),Line 1,1244,C,1052,0.34,,2.27,10/10/2023,540,,20519,171.13
1169,滨江区,81.4,3,2,3,18,26,1,2,West,简装 (Simple),商住两用 (Mixed),华润 (CR Land),Line 2,555,C,19788,0.28,1.44,,7/21/2024,304,2,43803,356.56
1170,萧山区,99.7,3,2,2,1,26,1,17,Northeast,毛坯 (Rough),别墅 (Villa),滨江 (Binjiang),Line 7,125,B,5367,0.4,1.24,,8/31/2023,621,2,43211,430.81
1171,拱墅区,112.8,4,1,4,30,33,1,13,Northwest,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 19,857,C,2605,0.29,0.77,,9/2/2024,231,0,54270,612.17
1172,西湖区,135.1,4,1,4,18,26,1,28,South,简装 (Simple),别墅 (Villa),绿城 (Greentown),Line 19,1237,,,0.26,0.77,3.25,10/10/2023,608,0,58443,789.56
1173,上城区,114.9,4,1,3,16,33,1,0,Southeast,精装 (Fine),商住两用 (Mixed),绿城 (Greentown),Line 2,891,C,5059,0.26,0.87,2,1/8/2023,873,1,66437,763.36
1174,萧山区,154.8,4,1,4,16,18,1,29,Northwest,,别墅 (Villa),万科 (Vanke),,241,C,,,0.95,4.71,9/24/2024,261,0,43222,669.08
1175,滨江区,65.9,1,1,1,16,18,1,32,Northeast,精装 (Fine),别墅 (Villa),保利 (Poly),,380,C,5371,,1.21,3.62,7/1/2024,311,0,50643,333.74
1176,余杭区,102.3,3,1,3,15,26,1,0,South,简装 (Simple),住宅 (Residential),滨江 (Binjiang),,1476,A,,,1.22,1.8,6/27/2024,359,0,38752,396.43
1177,临平区,104.9,2,1,2,5,6,0,13,Northwest,,住宅 (Residential),保利 (Poly),,257,A,5375,0.35,0.93,2.75,7/24/2023,674,2,27391,287.33
1178,临安区,25,1,1,1,8,26,1,17,Southwest,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 9,3111,,2256,0.36,,,10/30/2023,602,0,11032,27.58
1179,萧山区,87.1,3,3,3,5,26,1,4,,简装 (Simple),住宅 (Residential),融创 (Sunac),Line 4,570,C,17483,0.29,1.4,1.59,2/3/2024,466,1,30954,269.61
1180,富阳区,25,1,1,1,19,33,1,33,Northeast,毛坯 (Rough),住宅 (Residential),龙湖 (Longfor),Line 5,711,,16185,0.45,,7.93,2/23/2024,415,3,12387,30.97
1181,拱墅区,88.1,3,1,2,15,18,1,0,West,毛坯 (Rough),住宅 (Residential),,Line 6,1357,,,0.28,0.83,5.29,7/23/2023,704,0,47777,420.92
1182,钱塘区,128.4,4,1,4,3,26,1,6,Southwest,精装 (Fine),住宅 (Residential),滨江 (Binjiang),,758,A,24291,0.36,0.97,5.64,8/3/2024,273,0,34918,448.35
1183,临平区,63.5,2,3,1,12,26,1,3,Southwest,简装 (Simple),住宅 (Residential),融创 (Sunac),Line 10,982,,,0.41,,,10/14/2024,241,1,22345,141.89
1184,临平区,57.2,1,3,1,26,33,1,5,,精装 (Fine),住宅 (Residential),中海 (COHL),Line 6,1416,A,8368,0.38,0.89,,1/19/2024,524,1,29923,171.16
1185,拱墅区,79.1,3,3,2,31,33,1,29,Northwest,毛坯 (Rough),住宅 (Residential),万科 (Vanke),Line 19,274,B,,0.3,0.88,5.75,5/28/2023,761,2,36193,286.29
1186,钱塘区,101.1,3,1,3,7,26,1,6,,简装 (Simple),公寓 (Apartment),本地开发商 (Local),Line 19,256,A,,,,1.69,9/24/2024,263,2,27134,274.32
1187,萧山区,48,2,1,1,8,18,1,24,South,毛坯 (Rough),公寓 (Apartment),万科 (Vanke),Line 10,212,C,3529,0.25,1.05,3.72,3/9/2024,465,0,16915,81.19
1188,拱墅区,63.1,1,1,1,7,18,1,,Southwest,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),Line 7,105,C,6906,,,2,12/17/2023,486,3,48828,308.1
1189,上城区,66.8,1,2,1,14,18,1,14,South,精装 (Fine),住宅 (Residential),滨江 (Binjiang),Line 9,347,C,8831,0.3,1.12,1.58,3/18/2024,458,2,59110,394.85
1190,拱墅区,172.7,5,2,4,15,18,1,11,,,住宅 (Residential),滨江 (Binjiang),Line 3,156,,27187,0.28,,6.98,8/1/2023,679,0,53696,927.33
1191,滨江区,91,2,1,2,5,6,1,7,South,精装 (Fine),公寓 (Apartment),华润 (CR Land),Line 16,331,B,13768,0.33,0.92,7.52,10/25/2024,212,1,51568,469.27
1192,余杭区,119.4,3,1,3,14,18,1,0,South,毛坯 (Rough),公寓 (Apartment),绿城 (Greentown),Line 9,489,,18551,,,4.89,2/18/2024,440,,30555,364.83
1193,西湖区,65.3,2,1,1,11,18,1,14,Southwest,豪华 (Luxury),公寓 (Apartment),本地开发商 (Local),Line 10,272,C,9432,,,,9/4/2024,217,0,44797,292.52
1194,富阳区,124.5,4,1,3,20,26,1,21,Southwest,毛坯 (Rough),住宅 (Residential),本地开发商 (Local),Line 19,234,B,29549,0.39,1.25,2.48,8/27/2024,248,3,17849,222.22
1195,西湖区,79.9,3,1,3,9,11,1,10,,简装 (Simple),住宅 (Residential),,,1041,C,16027,0.36,1.11,1.95,7/6/2023,721,1,40770,325.75
1196,拱墅区,80.5,2,1,1,10,11,1,,,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 10,776,C,3720,0.26,1.2,1.65,6/9/2024,359,1,60088,483.71
1197,拱墅区,92.3,3,1,3,18,18,1,16,West,毛坯 (Rough),公寓 (Apartment),,Line 1,1848,,5377,0.29,,4.7,1/14/2024,493,0,30125,278.05
1198,临安区,52.8,1,1,1,18,33,1,13,East,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),Line 16,1234,C,20011,0.4,,,3/31/2024,384,0,15106,79.76
1199,西湖区,118.7,4,1,3,5,18,1,5,,精装 (Fine),公寓 (Apartment),龙湖 (Longfor),Line 5,371,A,3555,0.36,0.68,,2/13/2024,453,0,80993,961.39
1200,余杭区,55.2,1,2,1,6,18,1,6,West,豪华 (Luxury),住宅 (Residential),融创 (Sunac),Line 6,412,A,22039,0.41,1.35,2,2/29/2024,444,0,34357,189.65
1201,余杭区,140.4,4,1,3,5,11,1,34,East,毛坯 (Rough),公寓 (Apartment),绿城 (Greentown),Line 4,2787,C,25668,0.34,,,1/18/2023,868,2,16151,226.76
1202,余杭区,100.3,3,2,3,5,33,1,12,Northwest,简装 (Simple),别墅 (Villa),融创 (Sunac),,1060,A,28549,,1.28,7.31,12/7/2023,486,1,42767,428.95
1203,富阳区,85.5,3,1,3,18,33,1,29,Southwest,豪华 (Luxury),住宅 (Residential),,,2573,A,18936,,,7.01,5/13/2024,339,3,19868,169.87
1204,余杭区,57,2,3,2,4,26,1,2,South,简装 (Simple),公寓 (Apartment),保利 (Poly),Line 5,146,A,8834,0.43,0.78,5.75,1/15/2023,879,0,31296,178.39
1205,滨江区,177.9,6,1,4,11,26,1,8,South,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 9,1168,A,,,,,4/3/2023,773,,79208,1409.11
1206,临安区,88.6,3,3,2,9,11,1,5,South,毛坯 (Rough),公寓 (Apartment),华润 (CR Land),Line 19,384,B,7996,0.29,1.3,2.89,9/16/2024,242,,16841,149.21
1207,西湖区,64,2,2,1,4,6,1,28,Northeast,毛坯 (Rough),住宅 (Residential),本地开发商 (Local),Line 10,2171,B,29943,0.43,0.7,2.59,10/11/2023,550,1,29681,189.96
1208,拱墅区,54.2,1,1,1,6,26,1,,Northeast,豪华 (Luxury),住宅 (Residential),龙湖 (Longfor),Line 6,4220,B,17256,0.42,,4.77,3/30/2024,390,2,53526,290.11
1209,临平区,67.3,2,1,1,14,33,1,17,Southeast,豪华 (Luxury),公寓 (Apartment),龙湖 (Longfor),Line 10,4042,B,,0.31,0.63,6.98,1/26/2024,476,3,18081,121.69
1210,临安区,67.7,2,1,1,19,26,1,24,South,精装 (Fine),住宅 (Residential),中海 (COHL),,,B,16599,,1.19,5.93,6/25/2023,674,1,12544,84.92
1211,临安区,167.4,5,1,4,26,26,1,23,Southwest,精装 (Fine),公寓 (Apartment),融创 (Sunac),Line 6,4108,,21780,,,4.95,12/21/2024,133,0,15226,254.88
1212,钱塘区,106.5,3,1,2,7,18,1,9,Northeast,,公寓 (Apartment),龙湖 (Longfor),Line 1,2214,,25707,0.35,0.87,7.23,9/8/2024,211,1,23217,247.26
1213,萧山区,93.8,2,1,2,25,33,1,3,Southeast,精装 (Fine),别墅 (Villa),,Line 19,457,B,23083,0.34,1.4,3.37,8/30/2024,264,2,55178,517.57
1214,拱墅区,112.1,3,1,2,22,26,1,17,Southeast,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 9,632,A,,0.29,,1.77,4/11/2023,785,2,47347,530.76
1215,上城区,84.8,2,2,1,13,18,1,13,Southeast,毛坯 (Rough),住宅 (Residential),绿城 (Greentown),Line 16,,A,4601,0.34,,4.05,8/25/2023,612,0,52022,441.15
1216,富阳区,154.6,4,2,3,20,33,1,21,Southeast,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 6,302,C,609,,,,7/15/2023,668,0,25040,387.12
1217,钱塘区,120.9,3,1,2,8,18,1,17,South,简装 (Simple),住宅 (Residential),华润 (CR Land),Line 16,3325,C,,,1,,1/2/2024,470,1,23074,278.96
1218,富阳区,119.8,4,1,3,24,26,1,2,,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 4,2720,B,3584,0.27,,,10/29/2024,242,0,32451,388.76
1219,拱墅区,70.8,3,2,2,21,33,1,28,Northeast,豪华 (Luxury),公寓 (Apartment),中海 (COHL),Line 3,1116,C,5256,0.26,0.91,2.7,4/6/2024,438,1,30718,217.48
1220,上城区,50.2,2,2,1,11,11,1,,East,,住宅 (Residential),滨江 (Binjiang),Line 19,1331,B,21614,,,,3/9/2024,441,,52871,265.41
1221,上城区,82.8,2,1,1,3,11,1,34,South,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 6,4138,C,5616,,0.81,4,5/31/2023,754,1,40885,338.53
1222,西湖区,52.3,1,1,1,14,33,1,31,Northeast,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 2,2225,B,8130,0.32,0.6,2.97,1/17/2024,447,1,35761,187.03
1223,萧山区,118.1,4,1,3,26,26,1,6,,精装 (Fine),住宅 (Residential),华润 (CR Land),,,B,18859,0.31,1.29,3.72,10/18/2023,613,0,38246,451.69
1224,钱塘区,113.9,4,1,3,8,33,1,8,South,精装 (Fine),住宅 (Residential),融创 (Sunac),Line 6,942,,,0.27,,,4/12/2023,748,2,27314,311.11
1225,萧山区,41.2,2,2,1,13,26,1,26,Southeast,精装 (Fine),住宅 (Residential),,Line 1,800,,3835,0.32,,6.13,2/19/2024,442,2,25427,104.76
1226,滨江区,105.8,4,3,3,1,26,1,18,South,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 6,4513,B,,0.34,0.63,6.72,1/22/2024,491,1,39268,415.46
1227,临安区,126.4,3,2,2,27,33,1,7,East,简装 (Simple),商住两用 (Mixed),万科 (Vanke),,112,B,6708,,,2.47,12/16/2024,133,0,22141,279.86
1228,临安区,50.2,2,1,2,2,6,1,18,South,精装 (Fine),住宅 (Residential),,,2724,C,16443,0.32,1.44,,5/4/2023,732,0,12066,60.57
1229,临安区,143.5,4,1,4,6,11,1,3,South,豪华 (Luxury),公寓 (Apartment),万科 (Vanke),Line 4,613,B,,0.32,0.83,1.73,8/12/2023,605,1,22101,317.15
1230,余杭区,112,4,2,4,20,26,1,22,Southeast,豪华 (Luxury),住宅 (Residential),万科 (Vanke),Line 5,2351,C,27254,0.31,0.68,,7/14/2024,301,0,31366,351.3
1231,拱墅区,117.4,3,2,2,3,18,1,21,East,精装 (Fine),别墅 (Villa),保利 (Poly),,2291,,7334,0.36,0.88,,8/9/2024,234,0,44713,524.93
1232,滨江区,94.2,3,3,3,3,6,1,14,North,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 10,965,C,14099,0.34,,3.71,11/21/2023,523,0,45640,429.93
1233,上城区,33.4,1,1,1,10,26,1,4,Northeast,豪华 (Luxury),住宅 (Residential),万科 (Vanke),Line 7,523,A,9834,0.33,1.05,,3/29/2023,772,0,66915,223.5
1234,西湖区,93.9,3,1,3,17,33,1,1,South,豪华 (Luxury),住宅 (Residential),龙湖 (Longfor),Line 7,581,C,,0.3,1.38,4.33,11/24/2023,547,0,68674,644.85
1235,余杭区,116.8,4,2,4,27,33,1,20,Southwest,简装 (Simple),公寓 (Apartment),万科 (Vanke),Line 10,469,,18436,,0.62,3.68,1/13/2023,859,0,20009,233.71
1236,拱墅区,64.4,2,1,2,9,11,1,8,South,简装 (Simple),公寓 (Apartment),绿城 (Greentown),Line 5,719,,,0.29,0.94,6.49,1/28/2023,844,1,32972,212.34
1237,上城区,63.8,2,1,1,3,6,1,30,North,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 1,,C,,,0.57,,8/26/2023,658,0,28007,178.68
1238,拱墅区,80.7,2,1,1,1,18,1,4,Northeast,简装 (Simple),住宅 (Residential),滨江 (Binjiang),Line 10,1097,A,1417,0.37,0.89,7.77,7/5/2023,701,0,68739,554.72
1239,西湖区,118.9,4,2,3,10,11,1,5,East,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 19,1240,B,4763,0.25,0.97,1.69,9/28/2023,624,1,81210,965.59
1240,临平区,70,3,1,3,1,11,1,33,Southwest,精装 (Fine),别墅 (Villa),滨江 (Binjiang),Line 9,588,C,19472,0.36,1.49,6.65,7/1/2023,718,1,22567,157.97
1241,滨江区,162.5,5,1,4,6,33,1,7,West,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),Line 3,873,,9786,0.43,0.96,2.87,10/16/2024,231,0,59331,964.13
1242,临平区,86.7,3,1,3,8,11,1,30,North,豪华 (Luxury),公寓 (Apartment),,,455,,29686,,1.4,1.73,11/13/2024,167,0,17798,154.31
1243,富阳区,82.4,3,1,2,14,26,1,2,East,,别墅 (Villa),华润 (CR Land),Line 9,2409,C,7133,,1.26,6.97,11/1/2023,529,0,30280,249.51
1244,西湖区,70.6,2,1,1,14,18,1,,,简装 (Simple),住宅 (Residential),,Line 16,1252,B,9855,0.31,0.55,5.98,4/14/2023,767,2,72055,508.71
1245,拱墅区,112.6,4,1,4,8,18,1,20,South,豪华 (Luxury),公寓 (Apartment),融创 (Sunac),Line 16,4357,,1943,0.28,,7.92,7/21/2023,707,1,34530,388.81
1246,上城区,68.9,2,1,1,7,18,1,6,South,毛坯 (Rough),住宅 (Residential),龙湖 (Longfor),Line 5,658,B,12570,0.32,1.2,4.35,7/23/2024,268,0,51224,352.93
1247,萧山区,68,1,1,1,2,11,1,,Southeast,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 5,128,,14570,0.39,,5.14,2/2/2024,512,0,31150,211.82
1248,临平区,101.2,3,1,2,7,33,1,8,East,简装 (Simple),公寓 (Apartment),滨江 (Binjiang),Line 16,964,,12747,,0.51,7.39,7/5/2023,717,1,20461,207.07
1249,临平区,120.9,4,2,4,3,26,1,15,North,简装 (Simple),住宅 (Residential),万科 (Vanke),Line 6,3429,C,,,0.71,4.6,8/7/2024,239,0,19591,236.86
1250,滨江区,162.8,5,1,4,2,18,1,31,Southeast,精装 (Fine),公寓 (Apartment),中海 (COHL),Line 2,195,B,7487,0.41,1.2,3.81,4/13/2023,754,0,34526,562.08
1251,临安区,164.4,5,1,4,3,26,1,19,South,简装 (Simple),住宅 (Residential),万科 (Vanke),,3122,C,4091,0.32,0.66,1.59,8/27/2024,300,2,19359,318.26
1252,上城区,111.4,3,1,2,6,18,1,22,Southeast,,别墅 (Villa),,Line 1,1264,,15248,0.29,1.32,5.28,2/10/2023,811,0,53636,597.51
1253,西湖区,120.9,4,3,4,9,26,1,13,,简装 (Simple),住宅 (Residential),龙湖 (Longfor),Line 16,998,C,,0.43,1.19,,5/12/2024,398,0,54250,655.88
1254,富阳区,84.8,2,1,2,4,6,1,1,Northeast,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 2,1244,B,6073,0.4,1.04,,11/16/2024,135,0,24430,207.17
1255,富阳区,129.9,4,1,3,10,26,1,1,South,精装 (Fine),公寓 (Apartment),本地开发商 (Local),Line 2,1314,,4065,0.32,,2.16,6/6/2024,345,1,20759,269.66
1256,萧山区,25,1,2,1,2,11,1,3,Southwest,毛坯 (Rough),商住两用 (Mixed),绿城 (Greentown),Line 16,442,,27616,0.29,0.93,3.73,6/5/2023,680,0,23863,59.66
1257,上城区,120.2,4,1,4,6,11,1,3,West,精装 (Fine),住宅 (Residential),保利 (Poly),Line 1,967,C,13323,0.27,1.43,4.44,5/23/2024,351,3,66733,802.13
1258,上城区,95.3,2,1,1,16,18,1,19,,精装 (Fine),别墅 (Villa),保利 (Poly),Line 1,1713,C,12812,0.31,1.1,,9/4/2024,236,,71115,677.73
1259,上城区,148.4,5,1,4,21,26,1,21,North,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 5,1368,,,,1.13,5.98,3/30/2023,790,0,44106,654.53
1260,临平区,132.7,4,1,4,13,26,1,9,South,豪华 (Luxury),公寓 (Apartment),滨江 (Binjiang),Line 4,4181,C,13173,,0.71,,6/5/2024,381,,29143,386.73
1261,临平区,111.1,4,2,3,17,18,1,7,Northwest,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 19,4227,A,11273,,,1.61,5/19/2023,750,0,31302,347.77
1262,钱塘区,59.5,1,1,1,2,11,1,3,South,简装 (Simple),住宅 (Residential),万科 (Vanke),Line 19,2054,A,3106,0.38,0.92,5.6,7/17/2023,668,,32479,193.25
1263,临安区,39.9,2,1,1,3,6,1,2,,毛坯 (Rough),住宅 (Residential),,Line 7,1226,,3568,0.43,,,11/18/2023,523,0,16068,64.11
1264,钱塘区,95.4,2,2,2,11,11,1,13,South,,公寓 (Apartment),,Line 2,3583,,13450,0.44,1.27,7.39,6/20/2024,314,0,18673,178.14
1265,富阳区,70.5,3,1,3,3,6,0,4,West,豪华 (Luxury),公寓 (Apartment),融创 (Sunac),Line 19,,B,1933,,,3.74,4/25/2024,411,1,21730,153.2
1266,钱塘区,115.8,4,1,4,9,33,1,5,North,精装 (Fine),公寓 (Apartment),,Line 3,1227,C,,,1.25,,11/20/2024,160,1,22533,260.93
1267,临安区,93.7,2,2,2,4,26,1,4,,简装 (Simple),公寓 (Apartment),中海 (COHL),Line 10,1849,C,5717,0.37,,6.98,12/19/2023,531,2,13566,127.11
1268,临安区,48.4,2,1,1,1,26,1,6,Southwest,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 4,725,C,26340,0.32,0.88,7.64,7/10/2024,318,0,13374,64.73
1269,西湖区,77.4,2,2,1,14,18,1,9,South,简装 (Simple),住宅 (Residential),万科 (Vanke),Line 3,4968,B,,0.36,1.02,7.18,8/24/2024,289,0,49093,379.98
1270,余杭区,54,1,1,1,3,6,1,1,East,精装 (Fine),公寓 (Apartment),本地开发商 (Local),Line 9,388,C,8363,0.44,,,6/28/2024,312,2,30632,165.41
1271,滨江区,142.1,4,2,4,12,33,1,3,South,毛坯 (Rough),住宅 (Residential),滨江 (Binjiang),Line 7,2510,B,11041,,1.09,2.49,12/13/2023,514,1,63051,895.95
1272,临安区,66.2,2,2,1,16,18,1,5,East,豪华 (Luxury),住宅 (Residential),绿城 (Greentown),Line 5,456,B,26383,,1.25,7.67,7/5/2023,663,3,21691,143.59
1273,余杭区,25,1,2,1,9,33,1,13,Southeast,简装 (Simple),别墅 (Villa),中海 (COHL),Line 3,452,,3256,0.31,1.22,6.74,6/10/2023,736,0,32233,80.58
1274,拱墅区,64.3,1,1,1,4,6,1,10,West,精装 (Fine),住宅 (Residential),,,585,B,3678,0.35,1.37,3.62,12/30/2023,461,,44987,289.27
1275,西湖区,52.1,1,2,1,17,26,1,2,South,,住宅 (Residential),万科 (Vanke),Line 7,,B,6140,0.38,1.25,3.1,8/20/2023,651,1,55566,289.5
1276,西湖区,85.1,2,2,2,6,6,1,4,West,精装 (Fine),公寓 (Apartment),华润 (CR Land),Line 10,1211,B,8970,0.3,,5.19,9/6/2024,245,0,58919,501.4
1277,钱塘区,66,2,1,1,5,26,1,3,South,简装 (Simple),商住两用 (Mixed),中海 (COHL),Line 4,2710,C,,0.32,,3.46,3/19/2023,779,0,18141,119.73
1278,萧山区,71.3,2,1,2,8,18,1,11,North,精装 (Fine),别墅 (Villa),,Line 16,266,B,12576,0.44,,5.88,3/6/2024,444,0,48016,342.35
1279,余杭区,93.9,3,1,3,14,18,1,2,Southwest,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 1,1185,C,26211,,1.42,5.22,9/9/2023,577,2,31411,294.95
1280,临平区,98.2,3,1,3,15,18,1,3,South,简装 (Simple),住宅 (Residential),融创 (Sunac),Line 9,883,C,8829,0.3,0.95,2.3,10/13/2024,235,2,28947,284.26
1281,富阳区,92.8,3,1,2,8,11,1,3,South,精装 (Fine),住宅 (Residential),保利 (Poly),Line 4,371,B,1902,,1.13,6.75,12/14/2024,126,3,35505,329.49
1282,西湖区,104.7,3,1,3,12,18,1,7,,豪华 (Luxury),住宅 (Residential),滨江 (Binjiang),Line 9,3288,B,6625,0.32,1.49,,5/23/2024,364,0,75076,786.05
1283,西湖区,136.8,3,2,2,7,18,1,,South,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 2,266,,23220,0.43,1.23,1.98,8/14/2023,642,0,70548,965.1
1284,拱墅区,46.1,1,1,1,21,33,1,,West,精装 (Fine),商住两用 (Mixed),保利 (Poly),Line 3,4813,B,,0.26,0.9,7.98,6/7/2024,334,1,40567,187.01
1285,拱墅区,78.5,2,1,2,19,33,1,23,South,精装 (Fine),住宅 (Residential),融创 (Sunac),Line 19,156,C,6247,0.25,0.72,5.43,4/23/2023,726,3,34966,274.48
1286,上城区,92.3,2,2,1,25,26,1,9,East,,住宅 (Residential),本地开发商 (Local),Line 6,535,C,6240,,,,3/16/2023,762,1,49094,453.14
1287,萧山区,138.2,3,1,2,12,26,1,,Southeast,豪华 (Luxury),商住两用 (Mixed),华润 (CR Land),Line 3,4588,B,29914,0.34,1.39,,5/19/2024,388,1,40211,555.72
1288,拱墅区,151.8,4,1,4,19,33,1,25,South,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 1,279,B,21766,,,4.64,7/17/2023,679,1,33837,513.65
1289,拱墅区,84.3,2,2,2,18,33,1,8,South,简装 (Simple),住宅 (Residential),华润 (CR Land),Line 10,821,C,25164,,,,3/12/2024,409,0,48532,409.12
1290,西湖区,87.4,2,3,1,10,33,1,0,East,,住宅 (Residential),本地开发商 (Local),,436,,19916,,,7.62,8/6/2023,657,3,53465,467.28
1291,临安区,96.2,3,1,2,33,33,1,3,Southwest,精装 (Fine),住宅 (Residential),本地开发商 (Local),,562,C,21946,0.35,1.12,,3/21/2024,451,0,21479,206.63
1292,富阳区,89.5,3,3,3,18,33,1,5,West,豪华 (Luxury),别墅 (Villa),,Line 19,113,B,8903,0.35,,,1/1/2023,829,0,40357,361.2
1293,余杭区,108.2,4,1,3,6,11,1,32,,简装 (Simple),住宅 (Residential),融创 (Sunac),Line 7,4954,C,2864,0.37,,4.69,9/19/2023,640,0,21707,234.87
